Palabra,Antiguo_Test,Nuevo_Test,Coran,Tora,Upanishads
abednego,15.0,0.0,0.0,0.0,0.0
postro,15.0,12.0,0.0,19.0,0.0
expansion,15.0,0.0,0.0,3.0,1.0
volveras,15.0,0.0,0.0,4.0,0.0
sustento,15.0,4.0,58.0,10.0,0.0
abiertos,15.0,8.0,0.0,28.0,0.0
mesac,15.0,0.0,0.0,0.0,0.0
habite,15.0,1.0,0.0,16.0,0.0
sadrac,15.0,0.0,0.0,0.0,0.0
acosto,15.0,1.0,0.0,19.0,0.0
sacar,15.0,9.0,3.0,24.0,0.0
conocieron,15.0,5.0,0.0,8.0,0.0
vistio,15.0,2.0,0.0,12.0,0.0
simiente,15.0,6.0,0.0,3.0,0.0
criadas,15.0,2.0,0.0,0.0,0.0
mirando,15.0,19.0,3.0,49.0,0.0
amaba,15.0,7.0,0.0,22.0,0.0
peque,15.0,2.0,1.0,15.0,0.0
soplo,15.0,1.0,3.0,6.0,0.0
mueve,15.0,0.0,1.0,9.0,17.0
hueso,15.0,1.0,1.0,5.0,0.0
pasad,15.0,0.0,1.0,0.0,0.0
esparcio,15.0,2.0,0.0,7.0,0.0
iras,15.0,4.0,1.0,24.0,0.0
quiero,15.0,43.0,5.0,50.0,2.0
duelo,15.0,0.0,0.0,17.0,0.0
limpios,15.0,6.0,0.0,15.0,0.0
saliere,15.0,0.0,0.0,0.0,0.0
ferezeo,15.0,0.0,0.0,0.0,0.0
esparcidos,15.0,4.0,0.0,15.0,0.0
suelo,15.0,3.0,6.0,50.0,0.0
mataras,15.0,5.0,0.0,7.0,0.0
juzgare,15.0,1.0,0.0,15.0,0.0
antiguo,15.0,7.0,1.0,5.0,0.0
unas,15.0,5.0,6.0,13.0,1.0
reinara,14.0,2.0,0.0,18.0,0.0
detuvo,14.0,4.0,0.0,11.0,0.0
noveno,14.0,1.0,0.0,24.0,0.0
quemada,14.0,2.0,0.0,144.0,0.0
vengan,14.0,11.0,15.0,100.0,0.0
perecio,14.0,3.0,1.0,6.0,0.0
engrandecio,14.0,0.0,0.0,4.0,0.0
estima,14.0,4.0,0.0,14.0,0.0
het,14.0,0.0,0.0,6.0,0.0
perro,14.0,1.0,5.0,13.0,0.0
hacerte,14.0,3.0,3.0,16.0,0.0
partieron,14.0,4.0,0.0,8.0,0.0
compro,14.0,3.0,0.0,17.0,0.0
nuera,14.0,3.0,0.0,18.0,0.0
torta,14.0,0.0,0.0,9.0,0.0
renombre,14.0,0.0,0.0,4.0,0.0
edifique,14.0,0.0,0.0,12.0,0.0
hermon,14.0,0.0,0.0,13.0,0.0
punta,14.0,1.0,0.0,11.0,2.0
natanael,14.0,7.0,0.0,3.0,0.0
parecio,14.0,3.0,3.0,15.0,0.0
muchachos,14.0,3.0,2.0,13.0,0.0
more,14.0,2.0,0.0,8.0,0.0
opresion,14.0,0.0,4.0,16.0,0.0
sello,14.0,12.0,1.0,28.0,0.0
estimacion,14.0,0.0,0.0,6.0,0.0
carea,14.0,0.0,0.0,0.0,0.0
escogi,14.0,0.0,0.0,15.0,0.0
objeto,14.0,3.0,26.0,38.0,2.0
iddo,14.0,0.0,0.0,12.0,0.0
quedate,14.0,1.0,0.0,21.0,0.0
vas,14.0,7.0,8.0,46.0,1.0
cola,14.0,1.0,0.0,13.0,0.0
dormir,14.0,0.0,1.0,17.0,2.0
prontamente,14.0,2.0,0.0,4.0,0.0
alzaron,14.0,3.0,0.0,12.0,0.0
vidas,14.0,3.0,1.0,42.0,1.0
afligidos,14.0,3.0,0.0,20.0,0.0
instrumento,14.0,2.0,1.0,8.0,0.0
calamidad,14.0,1.0,10.0,32.0,0.0
pasaba,14.0,8.0,1.0,34.0,0.0
recibe,14.0,41.0,5.0,50.0,2.0
responder,14.0,5.0,13.0,21.0,1.0
oficio,14.0,6.0,0.0,31.0,0.0
tales,14.0,27.0,28.0,47.0,1.0
mejores,14.0,5.0,17.0,37.0,0.0
canticos,14.0,2.0,0.0,20.0,0.0
cubriras,14.0,0.0,0.0,5.0,0.0
nace,14.0,1.0,0.0,3.0,3.0
zif,14.0,0.0,0.0,9.0,0.0
alegran,14.0,1.0,3.0,7.0,0.0
entres,14.0,4.0,0.0,9.0,0.0
respondeme,14.0,0.0,0.0,13.0,0.0
enseñame,14.0,0.0,0.0,15.0,1.0
yerro,14.0,0.0,0.0,3.0,0.0
profundidades,14.0,1.0,0.0,27.0,0.0
geba,14.0,0.0,0.0,0.0,0.0
hicieres,14.0,0.0,0.0,0.0,0.0
mentirosa,14.0,0.0,0.0,5.0,0.0
vasos,14.0,6.0,0.0,6.0,0.0
deje,14.0,6.0,9.0,36.0,0.0
bela,14.0,0.0,0.0,14.0,0.0
escucharon,14.0,0.0,1.0,26.0,1.0
pecaron,14.0,6.0,2.0,13.0,0.0
caliz,14.0,4.0,0.0,1.0,0.0
ceso,14.0,4.0,0.0,15.0,0.0
servid,14.0,0.0,20.0,0.0,0.0
desolacion,14.0,0.0,0.0,28.0,0.0
perezoso,14.0,0.0,0.0,14.0,0.0
u,14.0,3.0,10.0,465.0,5.0
ladron,14.0,17.0,1.0,30.0,2.0
cerro,14.0,1.0,2.0,11.0,0.0
aminadab,14.0,3.0,0.0,0.0,0.0
endurecio,14.0,1.0,1.0,6.0,0.0
darle,14.0,7.0,1.0,15.0,0.0
lanzas,14.0,0.0,1.0,19.0,0.0
supo,14.0,2.0,0.0,13.0,0.0
nido,14.0,0.0,0.0,21.0,3.0
señalado,14.0,3.0,8.0,9.0,0.0
hembra,14.0,2.0,14.0,11.0,0.0
vaca,14.0,0.0,5.0,3.0,0.0
den,14.0,2.0,9.0,73.0,1.0
primeras,14.0,7.0,3.0,15.0,1.0
eternidad,14.0,1.0,6.0,17.0,19.0
talla,14.0,0.0,0.0,9.0,0.0
dijeren,14.0,1.0,0.0,0.0,0.0
mirare,14.0,0.0,0.0,5.0,0.0
diluvio,14.0,4.0,1.0,8.0,0.0
rubenitas,14.0,0.0,0.0,0.0,0.0
herida,14.0,6.0,3.0,18.0,0.0
cumplir,14.0,5.0,3.0,20.0,0.0
color,14.0,0.0,1.0,13.0,3.0
teneis,14.0,52.0,78.0,0.0,0.0
salterios,14.0,0.0,0.0,1.0,0.0
mancha,14.0,12.0,3.0,25.0,0.0
edificada,14.0,1.0,0.0,14.0,0.0
alzara,14.0,0.0,0.0,5.0,0.0
molduras,14.0,0.0,0.0,7.0,0.0
uza,14.0,0.0,0.0,12.0,0.0
alboroto,14.0,11.0,0.0,15.0,0.0
lloraron,14.0,0.0,1.0,16.0,0.0
respondera,14.0,1.0,0.0,12.0,0.0
langostas,14.0,4.0,2.0,25.0,0.0
semejantes,14.0,18.0,14.0,12.0,0.0
bethoron,14.0,0.0,0.0,0.0,0.0
llegando,14.0,13.0,0.0,12.0,1.0
perversidad,14.0,1.0,5.0,66.0,0.0
seguro,14.0,5.0,25.0,49.0,0.0
novecientos,14.0,0.0,0.0,14.0,0.0
cimiento,14.0,2.0,0.0,7.0,1.0
enseñara,14.0,4.0,2.0,12.0,0.0
menosprecia,14.0,0.0,0.0,5.0,0.0
eliezer,14.0,1.0,0.0,14.0,0.0
castigado,14.0,0.0,5.0,10.0,0.0
nariz,14.0,0.0,2.0,13.0,2.0
conoces,14.0,5.0,1.0,24.0,4.0
dificil,14.0,2.0,12.0,12.0,4.0
servido,14.0,6.0,9.0,12.0,0.0
azotes,14.0,7.0,2.0,11.0,0.0
reverencia,14.0,2.0,0.0,25.0,1.0
llevaba,14.0,3.0,0.0,6.0,1.0
clemente,14.0,1.0,0.0,0.0,0.0
habria,14.0,7.0,45.0,20.0,0.0
vacias,14.0,3.0,0.0,9.0,0.0
bocina,14.0,0.0,0.0,0.0,0.0
agar,14.0,3.0,0.0,1.0,0.0
dejame,14.0,4.0,6.0,42.0,1.0
celebrar,14.0,0.0,2.0,10.0,0.0
escapo,14.0,1.0,1.0,19.0,0.0
apresuradamente,14.0,1.0,0.0,2.0,0.0
pasur,14.0,0.0,0.0,0.0,0.0
llevada,14.0,0.0,1.0,23.0,0.0
mitra,13.0,0.0,0.0,0.0,0.0
convertire,13.0,0.0,0.0,11.0,0.0
nacio,13.0,9.0,1.0,45.0,3.0
acabaron,13.0,0.0,0.0,0.0,0.0
astarot,13.0,0.0,0.0,0.0,0.0
prometido,13.0,8.0,27.0,27.0,0.0
quemaras,13.0,0.0,0.0,6.0,0.0
vanidades,13.0,2.0,0.0,27.0,0.0
higado,13.0,0.0,0.0,13.0,0.0
eglon,13.0,0.0,0.0,14.0,0.0
alegres,13.0,0.0,4.0,14.0,0.0
llenara,13.0,0.0,3.0,5.0,1.0
perdonado,13.0,8.0,4.0,22.0,0.0
hor,13.0,0.0,0.0,15.0,0.0
gozara,13.0,1.0,2.0,2.0,0.0
cantares,13.0,0.0,0.0,0.0,0.0
sidonios,13.0,0.0,0.0,0.0,0.0
vereis,13.0,18.0,10.0,0.0,0.0
abinadab,13.0,0.0,0.0,0.0,0.0
temblor,13.0,6.0,5.0,11.0,0.0
sacaras,13.0,0.0,0.0,0.0,0.0
hables,13.0,0.0,2.0,6.0,0.0
haberse,13.0,5.0,6.0,9.0,0.0
formo,13.0,1.0,0.0,24.0,0.0
leproso,13.0,7.0,2.0,3.0,0.0
miraban,13.0,2.0,0.0,8.0,0.0
obedecido,13.0,2.0,5.0,9.0,0.0
acercaron,13.0,12.0,0.0,48.0,0.0
nebo,13.0,0.0,0.0,3.0,0.0
obstante,13.0,5.0,10.0,52.0,1.0
acuerdo,13.0,12.0,12.0,285.0,6.0
habitare,13.0,1.0,0.0,8.0,0.0
salterio,13.0,0.0,0.0,4.0,0.0
huertos,13.0,0.0,2.0,5.0,0.0
tiña,13.0,0.0,1.0,0.0,0.0
calle,13.0,6.0,0.0,16.0,0.0
cortaron,13.0,1.0,0.0,14.0,0.0
escudero,13.0,0.0,0.0,1.0,0.0
cordon,13.0,0.0,0.0,9.0,0.0
rueda,13.0,1.0,0.0,11.0,7.0
censo,13.0,2.0,0.0,28.0,0.0
jarro,13.0,0.0,0.0,0.0,0.0
cuchara,13.0,0.0,0.0,0.0,0.0
tocaron,13.0,1.0,0.0,4.0,0.0
etiope,13.0,2.0,0.0,6.0,0.0
pereceran,13.0,5.0,0.0,33.0,0.0
reconocer,13.0,0.0,1.0,18.0,0.0
anillo,13.0,2.0,0.0,11.0,0.0
blanca,13.0,5.0,5.0,17.0,0.0
espalda,13.0,1.0,59.0,14.0,0.0
dispuesto,13.0,11.0,6.0,24.0,2.0
emboscada,13.0,0.0,0.0,15.0,0.0
arrastra,13.0,0.0,1.0,7.0,0.0
vean,13.0,18.0,21.0,70.0,0.0
ruegos,13.0,2.0,0.0,0.0,0.0
demanda,13.0,7.0,1.0,9.0,0.0
giezi,13.0,0.0,0.0,0.0,0.0
josadac,13.0,0.0,0.0,0.0,0.0
habiais,13.0,2.0,4.0,0.0,0.0
echaran,13.0,4.0,0.0,14.0,0.0
heredar,13.0,4.0,0.0,15.0,0.0
servia,13.0,4.0,3.0,12.0,0.0
jazer,13.0,0.0,0.0,0.0,0.0
canto,13.0,6.0,0.0,20.0,4.0
descendera,13.0,2.0,0.0,14.0,0.0
enviar,13.0,6.0,2.0,13.0,0.0
ojala,13.0,4.0,14.0,0.0,0.0
correran,13.0,1.0,1.0,6.0,0.0
base,13.0,0.0,2.0,22.0,0.0
salvame,13.0,2.0,4.0,20.0,0.0
anac,13.0,0.0,0.0,1.0,0.0
veo,13.0,9.0,8.0,26.0,2.0
caza,13.0,0.0,6.0,5.0,0.0
conspiracion,13.0,0.0,0.0,15.0,0.0
daban,13.0,9.0,2.0,12.0,0.0
recompensa,13.0,15.0,71.0,54.0,8.0
remalias,13.0,0.0,0.0,0.0,0.0
airado,13.0,0.0,3.0,3.0,0.0
acordare,13.0,2.0,1.0,9.0,0.0
extendera,13.0,1.0,1.0,16.0,0.0
igual,13.0,7.0,23.0,37.0,29.0
pasto,13.0,0.0,1.0,9.0,0.0
hablad,13.0,4.0,3.0,0.0,0.0
preciosa,13.0,10.0,0.0,17.0,0.0
humildes,13.0,5.0,7.0,10.0,0.0
colores,13.0,0.0,2.0,9.0,1.0
llevando,13.0,9.0,1.0,15.0,1.0
cedar,13.0,0.0,0.0,0.0,0.0
paro,13.0,2.0,0.0,89.0,0.0
quebrado,13.0,1.0,0.0,12.0,0.0
satrapas,13.0,0.0,0.0,0.0,0.0
jebuseos,13.0,0.0,0.0,0.0,0.0
ciegos,13.0,25.0,18.0,33.0,5.0
negocios,13.0,4.0,1.0,6.0,0.0
tejones,13.0,0.0,0.0,0.0,0.0
cortados,13.0,0.0,0.0,19.0,0.0
crecio,13.0,3.0,0.0,26.0,0.0
juzgue,13.0,3.0,1.0,18.0,0.0
mies,13.0,8.0,0.0,5.0,0.0
huerfanos,13.0,2.0,14.0,18.0,0.0
duro,13.0,2.0,15.0,40.0,0.0
porciones,13.0,0.0,0.0,21.0,0.0
subiran,13.0,0.0,0.0,4.0,0.0
tocante,13.0,4.0,1.0,1.0,0.0
entendio,13.0,4.0,0.0,8.0,0.0
riqueza,13.0,3.0,0.0,56.0,6.0
oyere,13.0,7.0,0.0,1.0,0.0
afirmo,13.0,1.0,0.0,2.0,0.0
moraba,13.0,4.0,0.0,2.0,0.0
sefatias,13.0,0.0,0.0,0.0,0.0
sano,13.0,22.0,3.0,30.0,0.0
hablaran,13.0,1.0,1.0,23.0,0.0
extraña,13.0,5.0,0.0,13.0,0.0
quite,13.0,4.0,0.0,10.0,0.0
umbral,13.0,0.0,1.0,18.0,0.0
ezer,13.0,0.0,0.0,8.0,0.0
destruidor,13.0,0.0,0.0,0.0,0.0
labor,13.0,1.0,0.0,28.0,1.0
estatuas,13.0,0.0,2.0,9.0,0.0
silencio,13.0,7.0,3.0,43.0,20.0
ofir,13.0,0.0,0.0,11.0,0.0
escondio,13.0,4.0,0.0,16.0,0.0
recoger,13.0,2.0,1.0,16.0,0.0
zarcillos,13.0,0.0,0.0,0.0,0.0
desolada,13.0,3.0,1.0,40.0,0.0
alabe,13.0,0.0,0.0,0.0,0.0
servian,13.0,6.0,12.0,11.0,0.0
bebiendo,13.0,2.0,0.0,17.0,0.0
volvia,13.0,2.0,0.0,5.0,0.0
podreis,13.0,4.0,14.0,1.0,0.0
ranas,13.0,1.0,1.0,12.0,0.0
amoz,13.0,0.0,0.0,0.0,0.0
mahanaim,13.0,0.0,0.0,0.0,0.0
salvar,13.0,18.0,4.0,39.0,0.0
alegro,13.0,3.0,0.0,3.0,0.0
frondoso,13.0,0.0,0.0,9.0,0.0
apagara,13.0,3.0,0.0,5.0,0.0
consulto,13.0,0.0,0.0,21.0,0.0
edificio,13.0,3.0,6.0,14.0,0.0
matado,13.0,0.0,10.0,39.0,0.0
abdias,13.0,0.0,0.0,0.0,0.0
refran,13.0,1.0,0.0,1.0,0.0
habras,13.0,0.0,0.0,7.0,0.0
recab,13.0,0.0,0.0,0.0,0.0
diecisiete,13.0,0.0,0.0,5.0,0.0
salvador,13.0,25.0,0.0,43.0,0.0
veintiocho,13.0,0.0,0.0,10.0,1.0
amos,13.0,12.0,1.0,21.0,2.0
humillo,13.0,1.0,0.0,11.0,0.0
peco,13.0,3.0,0.0,10.0,0.0
pobreza,13.0,5.0,1.0,18.0,0.0
entregue,13.0,5.0,0.0,27.0,0.0
plantas,13.0,0.0,7.0,13.0,5.0
hamor,13.0,1.0,0.0,4.0,0.0
quitaras,13.0,0.0,0.0,4.0,0.0
comen,13.0,11.0,3.0,32.0,0.0
miraba,13.0,2.0,0.0,18.0,0.0
cubiertos,13.0,2.0,3.0,12.0,0.0
escapado,13.0,2.0,3.0,20.0,0.0
efron,13.0,0.0,0.0,13.0,0.0
dagon,13.0,0.0,0.0,18.0,0.0
llevados,13.0,5.0,1.0,31.0,1.0
isboset,13.0,0.0,0.0,0.0,0.0
terrado,13.0,0.0,0.0,0.0,0.0
hinom,13.0,0.0,0.0,1.0,0.0
podemos,13.0,7.0,8.0,32.0,10.0
temieron,13.0,4.0,8.0,6.0,0.0
habias,13.0,0.0,2.0,8.0,0.0
morireis,12.0,4.0,1.0,0.0,0.0
tomes,12.0,1.0,0.0,8.0,0.0
añada,12.0,0.0,0.0,4.0,0.0
repartio,12.0,6.0,0.0,5.0,0.0
sentara,12.0,2.0,0.0,16.0,0.0
sabian,12.0,7.0,4.0,24.0,0.0
heteos,12.0,0.0,0.0,0.0,0.0
trama,12.0,0.0,1.0,1.0,0.0
natural,12.0,9.0,3.0,14.0,0.0
bebio,12.0,1.0,0.0,12.0,0.0
abiu,12.0,0.0,0.0,0.0,0.0
quemaron,12.0,2.0,0.0,14.0,0.0
buscando,12.0,5.0,6.0,33.0,0.0
veian,12.0,5.0,4.0,6.0,0.0
cachorros,12.0,0.0,0.0,15.0,0.0
cedes,12.0,0.0,0.0,0.0,0.0
enviaste,12.0,5.0,0.0,15.0,0.0
subida,12.0,0.0,0.0,1.0,0.0
parabola,12.0,57.0,11.0,30.0,0.0
servireis,12.0,0.0,1.0,0.0,0.0
amantes,12.0,0.0,2.0,18.0,4.0
vienes,12.0,2.0,1.0,13.0,0.0
estrado,12.0,9.0,0.0,15.0,0.0
comiendo,12.0,3.0,0.0,23.0,0.0
zicri,12.0,0.0,0.0,0.0,0.0
doscientas,12.0,1.0,0.0,9.0,0.0
jozabad,12.0,0.0,0.0,0.0,0.0
unico,12.0,10.0,10.0,33.0,5.0
meguido,12.0,0.0,0.0,0.0,0.0
trajesen,12.0,0.0,0.0,1.0,0.0
vendio,12.0,4.0,0.0,10.0,0.0
revista,12.0,0.0,1.0,4.0,0.0
amonita,12.0,0.0,0.0,2.0,0.0
jair,12.0,0.0,0.0,0.0,0.0
camina,12.0,0.0,2.0,29.0,0.0
entraban,12.0,3.0,0.0,5.0,0.0
dedicado,12.0,1.0,1.0,33.0,0.0
cabecera,12.0,1.0,0.0,3.0,0.0
debora,12.0,0.0,0.0,0.0,0.0
esperare,12.0,0.0,0.0,9.0,0.0
habitareis,12.0,0.0,0.0,0.0,0.0
crecido,12.0,1.0,0.0,17.0,0.0
devorara,12.0,1.0,1.0,24.0,0.0
toca,12.0,4.0,8.0,18.0,6.0
hiciesen,12.0,2.0,0.0,1.0,0.0
ofreceran,12.0,0.0,2.0,19.0,0.0
castiga,12.0,0.0,21.0,2.0,0.0
acepto,12.0,2.0,1.0,7.0,0.0
quemado,12.0,1.0,0.0,22.0,0.0
cantaran,12.0,0.0,0.0,6.0,0.0
lenguas,12.0,27.0,8.0,33.0,0.0
quebrantara,12.0,0.0,0.0,4.0,0.0
hanan,12.0,0.0,0.0,13.0,0.0
ornan,12.0,0.0,0.0,12.0,0.0
jurando,12.0,0.0,5.0,6.0,0.0
andaran,12.0,3.0,0.0,3.0,0.0
llamamiento,12.0,9.0,6.0,2.0,0.0
rumor,12.0,0.0,0.0,6.0,0.0
carmel,12.0,0.0,0.0,0.0,0.0
olvido,12.0,0.0,3.0,9.0,0.0
acordado,12.0,3.0,1.0,6.0,0.0
bebieron,12.0,3.0,1.0,16.0,0.0
hageo,12.0,0.0,0.0,0.0,0.0
cuantos,12.0,11.0,6.0,18.0,4.0
cordel,12.0,0.0,0.0,12.0,0.0
zelofehad,12.0,0.0,0.0,0.0,0.0
adquirido,12.0,1.0,2.0,8.0,1.0
barzilai,12.0,0.0,0.0,0.0,0.0
corrompido,12.0,2.0,6.0,5.0,0.0
pagare,12.0,5.0,0.0,19.0,0.0
mahli,12.0,0.0,0.0,1.0,0.0
diente,12.0,2.0,2.0,11.0,0.0
alimentos,12.0,5.0,3.0,25.0,0.0
jedaias,12.0,0.0,0.0,0.0,0.0
agradable,12.0,10.0,11.0,4.0,1.0
sentencia,12.0,7.0,19.0,15.0,0.0
viudas,12.0,14.0,1.0,32.0,0.0
saliste,12.0,0.0,0.0,13.0,0.0
baana,12.0,0.0,0.0,3.0,0.0
lirios,12.0,2.0,0.0,14.0,0.0
matando,12.0,2.0,1.0,13.0,0.0
dedan,12.0,0.0,0.0,11.0,0.0
betsabe,12.0,0.0,0.0,0.0,0.0
queria,12.0,13.0,6.0,30.0,1.0
derrotaron,12.0,0.0,1.0,10.0,0.0
consuma,12.0,1.0,2.0,5.0,0.0
nacer,12.0,5.0,0.0,12.0,1.0
pieza,12.0,0.0,0.0,23.0,1.0
sentados,12.0,17.0,4.0,35.0,0.0
cornisa,12.0,0.0,0.0,0.0,0.0
tristeza,12.0,18.0,5.0,27.0,0.0
yerno,12.0,0.0,0.0,13.0,0.0
escarnecedor,12.0,0.0,0.0,6.0,0.0
aborrezco,12.0,3.0,0.0,5.0,0.0
mesas,12.0,4.0,0.0,18.0,0.0
añadio,12.0,3.0,0.0,16.0,6.0
sacrificaba,12.0,0.0,0.0,5.0,0.0
triste,12.0,5.0,12.0,12.0,3.0
marfil,12.0,1.0,0.0,12.0,0.0
incircunciso,12.0,4.0,0.0,9.0,0.0
volvi,12.0,2.0,0.0,8.0,0.0
apartate,12.0,2.0,13.0,3.0,0.0
medir,12.0,4.0,0.0,17.0,0.0
pulgar,12.0,0.0,0.0,10.0,4.0
profanado,12.0,1.0,0.0,23.0,0.0
consuelo,12.0,4.0,0.0,20.0,0.0
entraras,12.0,0.0,0.0,6.0,0.0
arrojado,12.0,2.0,4.0,15.0,0.0
frontera,12.0,0.0,0.0,98.0,2.0
eliaquim,12.0,3.0,0.0,0.0,0.0
poseer,12.0,0.0,4.0,31.0,0.0
traje,12.0,1.0,0.0,21.0,0.0
sirvan,12.0,0.0,8.0,23.0,0.0
peka,12.0,0.0,0.0,0.0,0.0
presentaron,12.0,7.0,2.0,18.0,0.0
lazadas,12.0,0.0,0.0,7.0,0.0
vendras,12.0,0.0,0.0,5.0,0.0
quitada,12.0,3.0,0.0,10.0,0.0
estacas,12.0,0.0,3.0,12.0,0.0
traigan,12.0,0.0,4.0,40.0,0.0
comi,12.0,1.0,0.0,14.0,0.0
contara,12.0,3.0,1.0,6.0,0.0
poseeran,12.0,0.0,0.0,13.0,0.0
pregunta,12.0,11.0,5.0,45.0,10.0
masquil,12.0,0.0,0.0,0.0,0.0
pensado,12.0,1.0,3.0,7.0,0.0
miraron,12.0,2.0,0.0,15.0,0.0
hoja,12.0,0.0,1.0,8.0,3.0
primogenitura,12.0,1.0,0.0,4.0,0.0
enseñanza,12.0,8.0,0.0,40.0,13.0
sofonias,12.0,0.0,0.0,1.0,0.0
beria,12.0,0.0,0.0,1.0,0.0
olvides,12.0,0.0,2.0,6.0,0.0
robo,12.0,1.0,0.0,12.0,0.0
altivez,12.0,1.0,8.0,4.0,0.0
digo,12.0,209.0,3.0,250.0,1.0
vayas,12.0,3.0,2.0,27.0,0.0
suegra,12.0,9.0,0.0,15.0,0.0
entran,12.0,6.0,4.0,13.0,0.0
ascalon,12.0,0.0,0.0,0.0,0.0
zalmuna,12.0,0.0,0.0,0.0,0.0
alzado,12.0,1.0,2.0,9.0,0.0
bocado,12.0,2.0,0.0,5.0,0.0
bendita,12.0,2.0,8.0,0.0,0.0
sabeis,12.0,70.0,29.0,0.0,0.0
perdonaras,12.0,0.0,0.0,2.0,0.0
podran,12.0,2.0,24.0,17.0,0.0
tropiezo,12.0,16.0,0.0,31.0,0.0
zeba,12.0,0.0,0.0,0.0,0.0
secretario,12.0,0.0,0.0,29.0,0.0
fines,12.0,4.0,1.0,0.0,1.0
puedes,12.0,12.0,15.0,103.0,8.0
despidio,12.0,9.0,1.0,18.0,0.0
pezuña,12.0,0.0,0.0,9.0,0.0
tomaste,12.0,0.0,0.0,9.0,0.0
paran,12.0,0.0,1.0,22.0,0.0
tare,12.0,1.0,0.0,8.0,0.0
multiplicado,12.0,1.0,1.0,12.0,0.0
sacaban,12.0,1.0,0.0,3.0,0.0
contaminado,12.0,0.0,0.0,2.0,0.0
hicimos,12.0,3.0,62.0,12.0,0.0
serviras,12.0,2.0,0.0,11.0,0.0
enaltecido,12.0,3.0,0.0,3.0,0.0
alfarero,12.0,4.0,0.0,14.0,0.0
pide,12.0,9.0,20.0,17.0,4.0
pondreis,12.0,0.0,0.0,0.0,0.0
salvare,12.0,0.0,0.0,12.0,0.0
degollo,12.0,0.0,0.0,4.0,0.0
pongo,11.0,6.0,3.0,19.0,0.0
abiram,11.0,0.0,0.0,0.0,0.0
culpable,11.0,4.0,2.0,29.0,0.0
uzi,11.0,0.0,0.0,14.0,0.0
dejaran,11.0,3.0,4.0,16.0,0.0
llenaran,11.0,0.0,1.0,6.0,0.0
tamo,11.0,0.0,0.0,0.0,0.0
viste,11.0,3.0,0.0,14.0,0.0
vecino,11.0,0.0,0.0,22.0,0.0
desnuda,11.0,1.0,3.0,10.0,0.0
integro,11.0,0.0,0.0,2.0,0.0
amalecitas,11.0,0.0,0.0,0.0,0.0
encendidas,11.0,1.0,0.0,3.0,1.0
ardiendo,11.0,3.0,0.0,16.0,0.0
sabra,11.0,2.0,2.0,14.0,0.0
corriendo,11.0,7.0,6.0,22.0,3.0
tardes,11.0,1.0,0.0,9.0,0.0
florecera,11.0,0.0,0.0,3.0,0.0
llevare,11.0,1.0,0.0,7.0,0.0
mirado,11.0,2.0,7.0,6.0,0.0
siguiendo,11.0,7.0,7.0,27.0,1.0
rociara,11.0,0.0,0.0,11.0,0.0
opinion,11.0,1.0,2.0,9.0,2.0
canas,11.0,0.0,0.0,10.0,0.0
magnificencia,11.0,0.0,0.0,1.0,0.0
cumplieron,11.0,4.0,0.0,5.0,0.0
guardando,11.0,2.0,0.0,21.0,0.0
horma,11.0,0.0,0.0,1.0,0.0
padanaram,11.0,0.0,0.0,0.0,0.0
cipres,11.0,0.0,0.0,11.0,0.0
pesado,11.0,0.0,0.0,19.0,1.0
basta,11.0,7.0,48.0,6.0,1.0
veintisiete,11.0,0.0,0.0,3.0,0.0
golpe,11.0,0.0,1.0,19.0,0.0
estuvieren,11.0,0.0,0.0,0.0,0.0
jafet,11.0,0.0,0.0,0.0,0.0
abrire,11.0,1.0,0.0,6.0,0.0
profano,11.0,1.0,2.0,11.0,0.0
terrible,11.0,1.0,30.0,24.0,0.0
adar,11.0,0.0,0.0,14.0,0.0
estatura,11.0,5.0,0.0,8.0,0.0
falsamente,11.0,1.0,0.0,19.0,0.0
redes,11.0,6.0,0.0,26.0,1.0
prueba,11.0,19.0,43.0,38.0,4.0
preparo,11.0,5.0,2.0,24.0,0.0
capitel,11.0,0.0,0.0,8.0,0.0
mandara,11.0,2.0,1.0,5.0,0.0
transportados,11.0,0.0,0.0,0.0,0.0
hallaran,11.0,1.0,1.0,7.0,0.0
prudencia,11.0,2.0,0.0,8.0,0.0
cambiado,11.0,1.0,0.0,5.0,0.0
jeiel,11.0,0.0,0.0,0.0,0.0
lejanas,11.0,0.0,0.0,8.0,1.0
viendolo,11.0,5.0,3.0,2.0,0.0
ponen,11.0,1.0,8.0,27.0,0.0
destruya,11.0,0.0,1.0,8.0,0.0
arroje,11.0,0.0,1.0,1.0,0.0
derrotado,11.0,0.0,1.0,17.0,0.0
restauracion,11.0,3.0,0.0,826.0,0.0
joa,11.0,0.0,0.0,0.0,0.0
obed,11.0,3.0,0.0,2.0,0.0
edomitas,11.0,0.0,0.0,3.0,0.0
enseño,11.0,6.0,4.0,17.0,0.0
manzana,11.0,0.0,0.0,6.0,0.0
bienaventurados,11.0,28.0,2.0,0.0,0.0
destruidas,11.0,0.0,0.0,20.0,0.0
guardaron,11.0,3.0,0.0,16.0,0.0
micmas,11.0,0.0,0.0,0.0,0.0
hiel,11.0,2.0,0.0,10.0,0.0
temera,11.0,1.0,1.0,4.0,1.0
matriz,11.0,2.0,3.0,15.0,1.0
contentamiento,11.0,2.0,0.0,0.0,0.0
viviras,11.0,1.0,0.0,10.0,0.0
mueran,11.0,1.0,6.0,18.0,0.0
